web-scraper-order,name,pengalaman,rating,portofolio,deskripsi,logo-src,foto-src,layanan_lain,jangkauan,rating_user
1732004425-138,Agus Konstruksi,0.2573524093680218,0.14529302083924284,0.17905223175104135,Design  Build Construction,https://sejasa-production.s3.amazonaws.com/uploads/business_profile/business_logo/69775/thumb_666eff6081.jpg,https://sejasa-production.s3.amazonaws.com/uploads/attachment/file/1341406/ec5b16718972e531.jpg,"['Renovasi Rumah', 'Pemasangan Atap', 'Kusen Pintu & Jendela', 'Instalasi Kanopi', 'Waterproofing', 'Pembatas Ruangan & Partisi', 'Bengkel Las', 'Epoxy Lantai', 'Injeksi Beton', 'Jasa Pertukangan', 'Pemasangan Lampu', 'Pemasangan Lantai', 'Pemasangan Pagar', 'Pemasangan Pintu & Jendela', 'Pemasangan Wallpaper', 'Partisi', 'Pengeboran Sumur', 'Pengecatan', 'Perbaikan Atap', 'Perbaikan Lantai', 'Perbaikan Pagar', 'Plafon', 'Railing', 'Teralis', 'Kontraktor Bangunan', 'Jasa Pertukangan (Borongan)']","['Jakarta Timur', 'Tangerang Selatan', 'Jakarta Pusat', 'Jakarta Barat', 'Jakarta Selatan', 'Jakarta Utara', 'Bekasi Kota', 'Depok', 'Bekasi Kabupaten']",2
1732004443-139,AdhiJayaTehnik,0.11083564987851445,0.14529302083924284,0.17905223175104135,"ADHI JAYA TEHNIK bergerak dalam bidang jasa pengeboran pompa air serta servis mesin pompa airKami siap membantu anda dalam mengatasi problem air di dalam rumah tangga dan perkantoran anda,Kami telah berpengalaman selama puluhan tahun dalam bidang ini dan di dukung dengan tenaga ahli dan mesin yang handal,peralatan yang memadai serta bekerja secara efektif dan efisienkami akan memberikan solusi terbaik sesuai dengan harapan anda",https://sejasa-production.s3.amazonaws.com/uploads/business_profile/business_logo/47062/thumb_pixlr_20160406005904098.jpg,https://sejasa-production.s3.amazonaws.com/uploads/attachment/file/571478/IMG_20160603_011758.jpg,"['Renovasi Rumah', 'Pemasangan Atap', 'Kusen Pintu & Jendela', 'Instalasi Kanopi', 'Waterproofing', 'Pembatas Ruangan & Partisi', 'Service Pompa Air', 'Bengkel Las', 'Epoxy Lantai', 'Injeksi Beton', 'Jasa Pertukangan', 'Pemasangan Lampu', 'Pemasangan Lantai', 'Pemasangan Pagar', 'Pemasangan Pintu & Jendela', 'Pemasangan Wallpaper', 'Partisi', 'Pengeboran Sumur', 'Pengecatan', 'Perbaikan Atap', 'Perbaikan Lantai', 'Perbaikan Pagar', 'Plafon', 'Railing', 'Teralis', 'Kontraktor Bangunan']","['Jakarta Timur', 'Jakarta Utara', 'Jakarta Selatan', 'Jakarta Pusat', 'Jakarta Barat']",3
1732004451-140,Reryha.Contruksi bangunan.,0.6436619568614443,0.19206692623845012,0.8607676276137675,Spesialis Kontruksi bangunan dan Renopasi Rumah  minimalis/ mewah/kantor/ruko/kolam,https://sejasa-production.s3.amazonaws.com/uploads/attachment/file/2072339/thumb_IMG_20221225125008.png,https://sejasa-production.s3.amazonaws.com/uploads/business_profile/banner/72335/desktop_IMG_20181031_143708.jpg,"['Renovasi Rumah', 'Instalasi Kanopi', 'Pembatas Ruangan & Partisi', 'Bengkel Las', 'Jasa Pertukangan', 'Kabinet', 'Kolam Renang', 'Pengecatan', 'Perbaikan Atap', 'Perbaikan Lantai', 'Plafon', 'Teralis', 'Tukang Kayu', 'Interior Designer', 'Kontraktor Bangunan']","['Bandung', 'Bandung Barat', 'Bogor Kota', 'Cianjur', 'Tasikmalaya', 'Garut', 'Kuningan', 'Majalengka', 'Sumedang', 'Bogor Kabupaten', 'Cimahi', 'Ciamis', 'Bekasi Kota', 'Karawang', 'Bekasi Kabupaten', 'Purwakarta', 'Sukabumi', 'Banjar', 'Cirebon', 'Depok', 'Subang', 'Indramayu', 'Selengkapnya']",3
1732004460-141,putra mandiri jasa pertukangan,0.1756703488005048,0.19206692623845012,0.28379107299583456,"menerima pengerjakan bangunan baru,perbaikan,renovasi dll dengan menggunakan tenaga tukang yang sudah berpengalaman dan sudah ahli di bidangnya dijamin hasil pekerjaannya memuaskan,tidak mengecewakan dan tidak merugikan para pelanggannya trimasih atas kunjungannya",https://sejasa-production.s3.amazonaws.com/uploads/business_profile/business_logo/97169/thumb_b2374505c4.jpg,https://sejasa-production.s3.amazonaws.com/uploads/attachment/file/2785360/1659626492691.jpg,"['Renovasi Rumah', 'Pemasangan Atap', 'Kusen Pintu & Jendela', 'Instalasi Kanopi', 'Pembatas Ruangan & Partisi', 'Jasa Pertukangan', 'Pemasangan Lampu', 'Pemasangan Lantai', 'Pemasangan Pagar', 'Partisi', 'Pengecatan', 'Perbaikan Atap', 'Perbaikan Lantai', 'Perbaikan Pagar', 'Plafon', 'Railing', 'Teralis']","['Depok', 'Jakarta Selatan', 'Jakarta Utara', 'Jakarta Barat', 'Jakarta Timur', 'Bekasi Kota', 'Bekasi Kabupaten', 'Tangerang Selatan', 'Tangerang Kabupaten', 'Tangerang Kota']",4
1732004469-142,PT. Kalmer Multi Teknik,0.3681880592465363,0.19206692623845012,0.5947986391060673,1 CIVIL CONSTRUCTION 2 MECHANICAL AND ELECTRICAL 3 WELDING CONSTRUCTION 4 GENERAL SUPPLIER,https://sejasa-production.s3.amazonaws.com/uploads/attachment/file/2832643/thumb_photo.jpg,https://sejasa-production.s3.amazonaws.com/uploads/attachment/file/2832670/IMG_20221104_152827.jpg,"['Renovasi Rumah', 'Pemasangan Atap', 'Kusen Pintu & Jendela', 'Instalasi Kanopi', 'Bengkel Las', 'Jasa Pertukangan', 'Pemasangan Lantai', 'Pengecatan', 'Perbaikan Atap', 'Plafon', 'Railing', 'Teralis', 'Arsitek', 'Kontraktor Bangunan', 'Jasa Pertukangan (Borongan)']","['Bekasi Kabupaten', 'Bekasi Kota', 'Jakarta Timur', 'Jakarta Utara', 'Jakarta Barat', 'Jakarta Pusat', 'Jakarta Selatan', 'Tangerang Kota', 'Tangerang Selatan', 'Tangerang Kabupaten', 'Depok']",3
1732004478-143,pemasangan pintu&jendela,0.31115500722590084,0.19206692623845012,0.537156695253124,mengerjakan kusen pintu jendela aluminium kaca  buat sekat ruangan partisi kaca dan partisi gypsum,https://sejasa-production.s3.amazonaws.com/uploads/business_profile/business_logo/69151/thumb_d3d0f29ab5.jpg,https://sejasa-production.s3.amazonaws.com/uploads/attachment/file/1564328/6231f44cc4d38bdb.jpg,"['Renovasi Rumah', 'Pemasangan Atap', 'Kusen Pintu & Jendela', 'Instalasi Kanopi', 'Waterproofing', 'Pembatas Ruangan & Partisi', 'Bengkel Las', 'Epoxy Lantai', 'Injeksi Beton', 'Jasa Pertukangan', 'Pemasangan Lampu', 'Pemasangan Lantai', 'Pemasangan Pagar', 'Pemasangan Pintu & Jendela', 'Pemasangan Wallpaper', 'Partisi', 'Pengeboran Sumur', 'Pengecatan', 'Perbaikan Atap', 'Perbaikan Lantai', 'Perbaikan Pagar', 'Plafon', 'Railing', 'Teralis', 'Kontraktor Bangunan']","['Jakarta Selatan', 'Jakarta Timur', 'Jakarta Utara', 'Jakarta Barat', 'Jakarta Pusat']",3
1732004495-144,Maju Bersama,0.33250694963554334,0.19206692623845012,0.17905223175104135,"kami bergerak di bidang jasa renopasi rumah,pembuatan kanopi, kebersihan rumah ,tukang taman untuk kepuasan pelanggan kami memberikan garansi lebih kepada setiap pelanggan",https://sejasa-production.s3.amazonaws.com/uploads/attachment/file/1954811/thumb_eb2fe6b1a39a4cd2.jpg,https://dm5360p8ab28j.cloudfront.net/assets/v1/background_canvas/business-landing-heading-a605a1978f75809aafd52d4e6cd8b33d487625986d272975249b0c5fc8d8c1b7.jpg,"['Renovasi Rumah', 'Pemasangan Atap', 'Kusen Pintu & Jendela', 'Instalasi Kanopi', 'Bengkel Las', 'Epoxy Lantai', 'Injeksi Beton', 'Jasa Pertukangan', 'Kolam Ikan', 'Pemasangan Lantai', 'Partisi', 'Pengecatan', 'Perbaikan Pagar', 'Tukang Taman', 'Kontraktor Bangunan', 'Jasa Pertukangan (Borongan)']",['Tangerang Kota'],2
1732004504-145,"Instalasi Pipa Air Bersih,Limbah dan Kotor",0.6464921553898466,0.19206692623845012,0.6194189519071255,"pemasangan,perbaikan instalasi pipa,aksesoris dan sanitary",https://sejasa-production.s3.amazonaws.com/uploads/attachment/file/3061451/thumb_IMG_20240628031543.png,https://sejasa-production.s3.amazonaws.com/uploads/attachment/file/3062123/IMG_20240628031951.png,"['Pemasangan Atap', 'Instalasi Kanopi', 'Waterproofing', 'Pembatas Ruangan & Partisi', 'Bengkel Las', 'Epoxy Lantai', 'Jasa Pertukangan', 'Kolam Ikan', 'Kolam Renang', 'Pemasangan Lantai', 'Pemasangan Pagar', 'Pemasangan Pintu & Jendela', 'Pemasangan Wallpaper', 'Partisi', 'Pengeboran Sumur', 'Pengecatan', 'Perbaikan Atap', 'Perbaikan Lantai', 'Perbaikan Pagar', 'Plafon', 'Railing', 'Teralis', 'Tukang Ledeng Borongan', 'Interior Designer', 'Tukang Ledeng']","['Bandung', 'Subang', 'Bandung Barat', 'Cianjur', 'Cirebon', 'Garut', 'Sumedang', 'Cimahi', 'Purwakarta', 'Sukabumi', 'Majalengka', 'Kuningan', 'Indramayu', 'Tasikmalaya', 'Karawang', 'Ciamis', 'Banjar', 'Pangandaran', 'Selengkapnya']",2
1732004512-146,CV ALDI JAYA,0.31115500722590084,0.19206692623845012,0.17905223175104135,"Kami Perusahaan Kontraktor yang bergerak pada bidang renovasi kantor, Perawatan pompa, Perawatan AC dan Taman",https://sejasa-production.s3.amazonaws.com/uploads/attachment/file/2879158/thumb_WhatsApp_Image_2021-06-08_at_14.44.27.jpeg,https://sejasa-production.s3.amazonaws.com/uploads/attachment/file/2879169/WhatsApp_Image_2022-11-09_at_12.44.07.jpeg,"['Renovasi Rumah', 'Pemasangan Atap', 'Kusen Pintu & Jendela', 'Instalasi Kanopi', 'Waterproofing', 'Pembatas Ruangan & Partisi', 'Bengkel Las', 'Epoxy Lantai', 'Injeksi Beton', 'Jasa Pertukangan', 'Pemasangan Lampu', 'Pemasangan Lantai', 'Pemasangan Pagar', 'Pemasangan Pintu & Jendela', 'Pemasangan Wallpaper', 'Partisi', 'Pengeboran Sumur', 'Pengecatan', 'Perbaikan Atap', 'Perbaikan Lantai', 'Perbaikan Pagar', 'Plafon', 'Railing', 'Teralis', 'Tukang Ledeng Borongan', 'Tukang Taman', 'Kontraktor Bangunan']","['Jakarta Selatan', 'Jakarta Timur', 'Jakarta Pusat', 'Bekasi Kota', 'Bekasi Kabupaten', 'Bogor Kabupaten', 'Bogor Kota']",3
1732004521-147,Artisan Indo Artistika,0.11083564987851445,0.19206692623845012,0.17905223175104135,"Kami siap melayani kebutuhan furniture dan interior rumah Anda, kepuasan Anda adalah tujuan kami Fokus dalam mengerjakan desain interior untuk rumah, apartment, kantor, restaurant/cafe dan hotel",https://sejasa-production.s3.amazonaws.com/uploads/business_profile/business_logo/17082/thumb_Kalibata_2.jpg,https://sejasa-production.s3.amazonaws.com/uploads/attachment/file/701659/20160421_170041.jpg,"['Renovasi Rumah', 'Pemasangan Atap', 'Kusen Pintu & Jendela', 'Instalasi Kanopi', 'Waterproofing', 'Pembatas Ruangan & Partisi', 'Bengkel Las', 'Epoxy Lantai', 'Injeksi Beton', 'Jasa Pertukangan', 'Kabinet', 'Pemasangan Lampu', 'Pemasangan Lantai', 'Pemasangan Pagar', 'Pemasangan Pintu & Jendela', 'Pemasangan Wallpaper', 'Partisi', 'Pengeboran Sumur', 'Pengecatan', 'Perbaikan Atap', 'Perbaikan Lantai', 'Perbaikan Pagar', 'Plafon', 'Railing', 'Teralis', 'Tukang Kayu', 'Interior Designer', 'Arsitek', 'Kontraktor Bangunan', 'Jasa Pertukangan (Borongan)', 'Jasa Pertukangan (Harian)']","['Jakarta Timur', 'Bandung', 'Bekasi Kota', 'Kepulauan Seribu', 'Bekasi Kabupaten', 'Jakarta Utara', 'Jakarta Selatan', 'Jakarta Pusat', 'Jakarta Barat', 'Depok', 'Bogor Kota', 'Bogor Kabupaten', 'Selengkapnya']",2
1732004529-148,RJM Kontraktor dan Konsultan,0.39734164855753373,0.23028398964669738,0.46284330474687585,"jasa renovasi, bangun dari nol, furniture, dan pekerjaan sipil",https://sejasa-production.s3.amazonaws.com/uploads/attachment/file/2908943/thumb_IMG_20230424083052.png,https://sejasa-production.s3.amazonaws.com/uploads/attachment/file/2908983/IMG_20230424090401.png,"['Renovasi Rumah', 'Pemasangan Atap', 'Kusen Pintu & Jendela', 'Instalasi Kanopi', 'Waterproofing', 'Pembatas Ruangan & Partisi', 'Bengkel Las', 'Epoxy Lantai', 'Injeksi Beton', 'Jasa Pertukangan', 'Pemasangan Lampu', 'Pemasangan Lantai', 'Pemasangan Pagar', 'Pemasangan Pintu & Jendela', 'Pemasangan Wallpaper', 'Partisi', 'Pengeboran Sumur', 'Pengecatan', 'Perbaikan Atap', 'Perbaikan Lantai', 'Perbaikan Pagar', 'Plafon', 'Railing', 'Teralis', 'Tukang Kayu', 'Kontraktor Bangunan', 'Jasa Tukang Harian']","['Jakarta Timur', 'Jakarta Barat', 'Jakarta Pusat', 'Jakarta Selatan', 'Jakarta Utara', 'Bogor Kota', 'Bogor Kabupaten', 'Depok', 'Tangerang Kota', 'Tangerang Selatan', 'Tangerang Kabupaten', 'Bekasi Kota', 'Bekasi Kabupaten', 'Selengkapnya']",2
1732004547-149,PAK AMAN,0.1756703488005048,0.23028398964669738,0.5026631641116848,Satu solusi untuk perbaikan rumah hotel maupun villa anda,https://sejasa-production.s3.amazonaws.com/uploads/attachment/file/1438900/thumb_3be9d27da9cd78a0.JPG,https://sejasa-production.s3.amazonaws.com/uploads/business_profile/banner/72651/desktop_60022E99-C6E6-4ECA-9BC0-E9FE19F85FE0.jpeg,"['Renovasi Rumah', 'Pemasangan Atap', 'Kusen Pintu & Jendela', 'Instalasi Kanopi', 'Waterproofing', 'Pembatas Ruangan & Partisi', 'Bengkel Las', 'Epoxy Lantai', 'Injeksi Beton', 'Jasa Pertukangan', 'Pemasangan AC', 'Pemasangan Lampu', 'Pemasangan Lantai', 'Pemasangan Pagar', 'Pemasangan Pintu & Jendela', 'Pemasangan Wallpaper', 'Partisi', 'Pengeboran Sumur', 'Pengecatan', 'Perbaikan Atap', 'Perbaikan Lantai', 'Perbaikan Pagar', 'Plafon', 'Railing', 'Teralis', 'Kontraktor Bangunan', 'Jasa Pertukangan (Borongan)']","['Denpasar', 'Badung', 'Karangasem', 'Tabanan', 'Gianyar', 'Bangli', 'Klungkung', 'Buleleng', 'Jembrana']",4
1732004556-150,FND-Bangunan,0.39734164855753373,0.23028398964669738,0.0,"Ingin mewujudkan rumah impian yang telah Anda rencanakan, dengan kualitas yang baik   perlengkapan kerja yang modern, kami yakin dapat mewujudkan rumah idaman anda melalui tangan  tangan ahli kami",https://sejasa-production.s3.amazonaws.com/uploads/attachment/file/1712052/thumb_598930f59a0ecb17.jpg,https://dm5360p8ab28j.cloudfront.net/assets/v1/background_canvas/business-landing-heading-a605a1978f75809aafd52d4e6cd8b33d487625986d272975249b0c5fc8d8c1b7.jpg,"['Renovasi Rumah', 'Pemasangan Atap', 'Kusen Pintu & Jendela', 'Instalasi Kanopi', 'Waterproofing', 'Pembatas Ruangan & Partisi', 'Bengkel Las', 'Epoxy Lantai', 'Injeksi Beton', 'Jasa Pertukangan', 'Kabinet', 'Kolam Renang', 'Pemasangan Lampu', 'Pemasangan Lantai', 'Pemasangan Pagar', 'Pemasangan Pintu & Jendela', 'Pemasangan Wallpaper', 'Partisi', 'Pengecatan', 'Perbaikan Atap', 'Perbaikan Lantai', 'Perbaikan Pagar', 'Plafon', 'Railing', 'Teralis', 'Tukang Kayu', 'Tukang Taman', 'Interior Designer', 'Arsitek', 'Kontraktor Bangunan', 'Pemasangan TV', 'Jasa Pertukangan (Borongan)', 'IMB']","['Tangerang Kota', 'Tangerang Selatan', 'Jakarta Barat', 'Tangerang Kabupaten', 'Jakarta Timur', 'Jakarta Pusat']",4
1732004564-151,Jefri,0.28650599867901927,0.2905860416784857,0.3581044635020827,bangunan,https://sejasa-production.s3.amazonaws.com/uploads/business_profile/business_logo/79653/thumb_b72935681e.jpg,https://sejasa-production.s3.amazonaws.com/uploads/attachment/file/2702464/287584e200c7d98e.jpg,"['Pemasangan Atap', 'Kusen Pintu & Jendela', 'Instalasi Kanopi', 'Bengkel Las', 'Epoxy Lantai', 'Injeksi Beton', 'Jasa Pertukangan', 'Pemasangan Lampu', 'Pemasangan Lantai', 'Pemasangan Pagar', 'Pemasangan Pintu & Jendela', 'Pemasangan Wallpaper', 'Partisi', 'Kontraktor Bangunan', 'Jasa Pertukangan (Borongan)']","['Bogor Kabupaten', 'Bogor Kota']",5
1732004573-152,cv.hadi jaya electric,0.5730119973580385,0.315274958454152,0.3581044635020827,"HJE BERGERAK DI BIDANG MECANICAL ELECTRICAL SERVIS BERDIRI SEJAK TAHUN2004 , DAN SAMPAI SAAT INI MASIH EXIST DI BIDANGNYA , KAMI AKAN MEMBERIKAN KEMUDAHAN SERVIS  BERGARANSI ,PELAYANAN CEPAT DAN TERPADU ,DISERTAI TEKNISI KAMI YG PROPESIONAL DI BIDANGNYA",https://sejasa-production.s3.amazonaws.com/uploads/attachment/file/1914437/thumb_a58bc52b81d1d153.jpg,https://sejasa-production.s3.amazonaws.com/uploads/attachment/file/1944170/bf9c84e23850c84c.jpg,"['Kelistrikan', 'Service AC', 'Instalasi Kanopi', 'Service Kompor Gas', 'Service Mesin Cuci', 'Service Pompa Air', 'Service Kulkas', 'Service Pemanas Air', 'Alarm & CCTV', 'Bengkel Las', 'Epoxy Lantai', 'Injeksi Beton', 'Jasa Pertukangan', 'Pemasangan Lampu', 'Service AC Perusahaan']","['Surabaya', 'Sidoarjo']",2
1732004582-153,Teguh Ariyanto,0.4101406409964348,0.337359947077693,0.28379107299583456,"menyediakan jasa renovasi rumah murah dan berkualitas pasang plafon kramik dan lain sebahainya,,",https://sejasa-production.s3.amazonaws.com/uploads/business_profile/business_logo/79583/thumb_26505066c7.jpg,https://sejasa-production.s3.amazonaws.com/uploads/attachment/file/2975381/IMG_20231113095942.png,"['Renovasi Rumah', 'Pemasangan Atap', 'Kusen Pintu & Jendela', 'Instalasi Kanopi', 'Waterproofing', 'Pembatas Ruangan & Partisi', 'Bengkel Las', 'Epoxy Lantai', 'Injeksi Beton', 'Jasa Pertukangan', 'Pemasangan Lampu', 'Pemasangan Lantai', 'Pemasangan Pagar', 'Pemasangan Pintu & Jendela', 'Pemasangan Wallpaper', 'Partisi', 'Pengeboran Sumur', 'Pengecatan', 'Perbaikan Atap', 'Perbaikan Lantai', 'Perbaikan Pagar', 'Plafon', 'Railing', 'Teralis', 'Kontraktor Bangunan', 'Jasa Pertukangan (Borongan)']","['Jakarta Barat', 'Jakarta Utara']",1
1732004599-154,Abadi Teknik,0.5730119973580385,0.2905860416784857,0.28379107299583456,"Abadi Teknik sudah berjalan sejak tahun 2001 dan sering menerima orderan di persuahaan, rumah elit, perkantoran dan gedung pemerintahan Kami bergerak di bidang elektronik seperti Air conditioner AC, kulkas, mesin cuci, water hiter, pompa air, instalasi listrik dan lainlain  Kepuasan dan kenyamaan konsumen adalah komitmen kami",https://sejasa-production.s3.amazonaws.com/uploads/business_profile/business_logo/50103/thumb_logoat_copy.png,https://sejasa-production.s3.amazonaws.com/uploads/attachment/file/582320/IMG_20160712_224935.jpg,"['Kelistrikan', 'Renovasi Rumah', 'Pemasangan Atap', 'Kusen Pintu & Jendela', 'Service AC', 'Instalasi Kanopi', 'Waterproofing', 'Pembatas Ruangan & Partisi', 'Service Mesin Cuci', 'Service Pompa Air', 'Service Kulkas', 'Service Pemanas Air', 'Bengkel Las', 'Epoxy Lantai', 'Injeksi Beton', 'Jasa Pertukangan', 'Pemasangan AC', 'Pemasangan Lampu', 'Pemasangan Lantai', 'Pemasangan Pagar', 'Pemasangan Pintu & Jendela', 'Pemasangan Wallpaper', 'Partisi', 'Pengeboran Sumur', 'Pengecatan', 'Perbaikan Atap', 'Perbaikan Lantai', 'Perbaikan Pagar', 'Plafon', 'Railing', 'Teralis', 'Service AC Perusahaan', 'Kontraktor Bangunan']","['Jakarta Timur', 'Jakarta Selatan', 'Jakarta Pusat', 'Jakarta Barat', 'Depok']",5
1732004608-155,NS Realtyindo,0.4101406409964348,0.337359947077693,0.8314928147100519,"Jasa bangun dan renovasi rumah, ruko, kost dll dengan tenaga berpengalaman, finishing halus dan guarantee pekerjaan",https://sejasa-production.s3.amazonaws.com/uploads/business_profile/business_logo/59675/thumb_dac6366548.jpg,https://sejasa-production.s3.amazonaws.com/uploads/attachment/file/2984668/IMG_20231215093553.png,"['Renovasi Rumah', 'Pemasangan Atap', 'Kusen Pintu & Jendela', 'Instalasi Kanopi', 'Bengkel Las', 'Jasa Pertukangan', 'Pemasangan Lantai', 'Pemasangan Pagar', 'Pemasangan Pintu & Jendela', 'Partisi', 'Pengeboran Sumur', 'Pengecatan', 'Plafon', 'Railing', 'Teralis', 'Kontraktor Bangunan', 'Jasa Pertukangan (Borongan)']","['Tangerang Selatan', 'Tangerang Kabupaten', 'Jakarta Selatan', 'Tangerang Kota', 'Jakarta Barat']",4
1732004617-156,Kurniawan Jaya Mandiri,0.4530366003642606,0.337359947077693,0.17905223175104135,MEP,https://dm5360p8ab28j.cloudfront.net/assets/v1/bp/logo-31968854c731b670515e302b1b54f1fdb8bd8bc9ca34ed819d685d17850bb563.png,https://sejasa-production.s3.amazonaws.com/uploads/attachment/file/2606655/78622087618af60b.jpg,"['Renovasi Rumah', 'Pemasangan Atap', 'Kusen Pintu & Jendela', 'Instalasi Kanopi', 'Waterproofing', 'Pembatas Ruangan & Partisi', 'Bengkel Las', 'Epoxy Lantai', 'Pest Control', 'Gorden', 'Injeksi Beton', 'Jasa Pertukangan', 'Pemasangan Lantai', 'Pemasangan Pagar', 'Pemasangan Pintu & Jendela', 'Pemasangan Wallpaper', 'Partisi', 'Pengeboran Sumur', 'Pengecatan', 'Perbaikan Atap', 'Perbaikan Lantai', 'Perbaikan Pagar', 'Plafon', 'Railing', 'Teralis', 'Tukang Kayu', 'Tukang Ledeng Borongan', 'Pindahan', 'Tukang Ledeng']","['Jakarta Pusat', 'Jakarta Barat', 'Jakarta Selatan', 'Jakarta Utara', 'Tangerang Kota', 'Tangerang Selatan', 'Tangerang Kabupaten', 'Jakarta Timur', 'Bogor Kota', 'Bogor Kabupaten', 'Depok', 'Bekasi Kota', 'Bekasi Kabupaten', 'Karawang', 'Purwakarta', 'Cirebon', 'Majalengka', 'Cilegon', 'Lebak', 'Serang', 'Pandeglang', 'Selengkapnya']",2
1732004626-157,Cahaya Truss  Sejahtera,0.4219906571044153,0.337359947077693,0.41574640735502594,"Cahaya Truss Sejahtera memberikan solusi untuk pemasangan atau penggantian atap dari bahan lain kayu dengan konstruksi atap baja ringan yang dapat digunakan untuk bangunan gudang, ruko, perumahan, dan sekolah",https://sejasa-production.s3.amazonaws.com/uploads/business_profile/business_logo/51879/thumb_c1f5ac679d.jpg,https://sejasa-production.s3.amazonaws.com/uploads/attachment/file/2684795/ed6615f4158c86ad.jpg,"['Renovasi Rumah', 'Pemasangan Atap', 'Kusen Pintu & Jendela', 'Instalasi Kanopi', 'Waterproofing', 'Pembatas Ruangan & Partisi', 'Bengkel Las', 'Epoxy Lantai', 'Injeksi Beton', 'Jasa Pertukangan', 'Pemasangan Lampu', 'Pemasangan Lantai', 'Pemasangan Pagar', 'Pemasangan Pintu & Jendela', 'Pemasangan Wallpaper', 'Partisi', 'Pengeboran Sumur', 'Pengecatan', 'Perbaikan Atap', 'Perbaikan Lantai', 'Perbaikan Pagar', 'Plafon', 'Railing', 'Teralis', 'Kontraktor Bangunan', 'Jasa Pertukangan (Borongan)']","['Bandung', 'Bekasi Kota', 'Jakarta Timur', 'Bekasi Kabupaten', 'Jakarta Utara', 'Jakarta Selatan', 'Jakarta Pusat', 'Jakarta Barat']",1
1732004635-158,Maju Bersama,0.4530366003642606,0.3755770104859402,0.0,Jasa Kontraktor,https://sejasa-production.s3.amazonaws.com/uploads/business_profile/business_logo/84763/thumb_2838f34a47.jpg,https://dm5360p8ab28j.cloudfront.net/assets/v1/background_canvas/business-landing-heading-a605a1978f75809aafd52d4e6cd8b33d487625986d272975249b0c5fc8d8c1b7.jpg,"['Renovasi Rumah', 'Pemasangan Atap', 'Kusen Pintu & Jendela', 'Instalasi Kanopi', 'Pembatas Ruangan & Partisi', 'Bengkel Las', 'Jasa Pertukangan', 'Pemasangan Lantai', 'Pemasangan Pagar', 'Pemasangan Pintu & Jendela', 'Partisi', 'Interior Designer', 'Arsitek', 'Kontraktor Bangunan', 'Jasa Pertukangan (Borongan)']","['Tangerang Kota', 'Tangerang Selatan', 'Jakarta Barat', 'Jakarta Selatan', 'Jakarta Pusat']",1
1732004652-159,karya mulia,0.3681880592465363,0.40788907719366646,0.6817153958627261,interior / exterior / forniture,https://sejasa-production.s3.amazonaws.com/uploads/business_profile/business_logo/69019/thumb_b841df3a2d.jpg,https://sejasa-production.s3.amazonaws.com/uploads/attachment/file/1601001/11228c3bd43c8b01.jpg,"['Renovasi Rumah', 'Pemasangan Atap', 'Bengkel Las', 'Epoxy Lantai', 'Jasa Pertukangan', 'Kabinet', 'Pemasangan Wallpaper', 'Partisi', 'Pengecatan', 'Perbaikan Pagar', 'Plafon', 'Tukang Ledeng Borongan', 'Interior Designer', 'Arsitek', 'Kontraktor Bangunan', 'Jasa Pertukangan (Borongan)', 'Tukang Ledeng']","['Jakarta Timur', 'Jakarta Pusat', 'Jakarta Barat', 'Jakarta Selatan', 'Jakarta Utara', 'Tangerang Kota', 'Tangerang Selatan', 'Tangerang Kabupaten']",5
1732004661-160,Gemblong Jaya Abadi,0.6624957048269104,0.42235091588514756,0.5675821459916691,Penyedia jasa Renov dan Pertukangan,https://sejasa-production.s3.amazonaws.com/uploads/business_profile/business_logo/110587/thumb_a8ba091849.jpg,https://sejasa-production.s3.amazonaws.com/uploads/attachment/file/3006729/IMG_20240225032246.png,"['Renovasi Rumah', 'Pemasangan Atap', 'Kusen Pintu & Jendela', 'Instalasi Kanopi', 'Waterproofing', 'Pembatas Ruangan & Partisi', 'Bengkel Las', 'Epoxy Lantai', 'Gazebo', 'Injeksi Beton', 'Jasa Pertukangan', 'Kabinet', 'Kolam Ikan', 'Pemasangan Lampu', 'Pemasangan Lantai', 'Pemasangan Pagar', 'Pemasangan Pintu & Jendela', 'Pemasangan Wallpaper', 'Partisi', 'Pengeboran Sumur', 'Pengecatan', 'Perbaikan Atap', 'Perbaikan Lantai', 'Perbaikan Pagar', 'Plafon', 'Railing', 'Teralis', 'Tukang Kayu', 'Tukang Ledeng Borongan', 'Kontraktor Bangunan', 'Tukang Ledeng']","['Jakarta Timur', 'Jakarta Pusat', 'Jakarta Barat', 'Jakarta Selatan', 'Jakarta Utara']",2
